user,text_review,sentiment_review,sentiment_score,rate,time_visit,language,platform
Thanh Tung Truong,Food is good but i myself consider price is above average,POSITIVE,0.998412013053894,4,2019-04-10 11:55,en,google_map
Ruben Martinez,"Incredibly good and healthy food, fabulous hidden and quiet location and Tê Tê craft beer on draft. Don't miss it!",POSITIVE,0.9998468160629272,5,2019-04-10 11:55,en,google_map
CHUAN YE,hard to find but it worth to get it because it  is so delicious and health,POSITIVE,0.9996553659439088,5,2019-04-10 11:55,en,google_map
Ngan Le,Love this place! They has super healthy food and passionate staff.,POSITIVE,0.9998883008956908,5,2019-04-10 11:58,en,google_map
Carlos De Ory,6$ fantastic food. Delicious.,POSITIVE,0.999882698059082,5,2019-04-10 11:59,en,google_map
Madison Rose,"The poke bowls are amazing!! It's a little hidden gem, literally hidden on the first floor above a parking garage for motorbikes. Once find your way tjere you will not be disappointed. The ordering process couldn't be easier, it's laid out …",POSITIVE,0.999810516834259,5,2019-04-10 12:00,en,google_map
Tonny Tran,"A good bowl of Poke. Delicious, fresh, fully filled bowl. Would go again!",POSITIVE,0.999879002571106,5,2019-04-10 12:01,en,google_map
Chi Nguyen,Nice staffs and delicious poke bowl.,POSITIVE,0.9998725652694702,5,2019-04-10 12:01,en,google_map
David,Great Hawaiian style poke spot. Head through the alley and up to the first floor.,POSITIVE,0.9976438879966736,5,2019-04-10 12:01,en,google_map
Dong Nguyen,Very good japanese sushi salad with quite the Poke style as everywhere else. Price is a bit higher compared with local spendings but a good match for expats who would like to get something familiar to foods in Poke elsewhere.,POSITIVE,0.9979531764984132,4,2019-04-10 12:01,en,google_map
Thu Giang Duong,Cozy. Healthy. Affordable for a nice brunch or a meal,POSITIVE,0.9998561143875122,5,2019-04-10 12:02,en,google_map
Reuben Nakagawa,This place is great! It's a more modern style poke than the traditional Hawaiian style I grew up eating almosy every day. The selection of fish is always fresh with lots of delicious sauces and toppings to choose from. I had the tuna and …,POSITIVE,0.99985933303833,5,2019-04-10 12:02,en,google_map
Nhi Vo,"Really good food. You can choose what to put in your bowl, there are a lot of choices. The place is small and crowded during lunch so you should come early for seats.",POSITIVE,0.9965464472770692,5,2019-04-10 12:02,en,google_map
sophia pham,I love poke it fresh it delicious and it healthy; - the price is about 7usd can make you want to go once a week but the portion is quite big,POSITIVE,0.9996579885482788,5,2019-04-10 12:03,en,google_map
Andy P,"Amazing,fresh,friendky and super cool location. Hidden away and I hope to keep this place my personal secret  …",POSITIVE,0.999886393547058,5,2019-04-10 12:03,en,google_map
A F,"Great, friendly service. Fresh and delicious food. Definitely not my first Poke bowl and won't be my last.",POSITIVE,0.9793476462364196,5,2019-04-10 12:04,en,google_map
Trang Ngô,"Món ăn ngon, không gian đẹp!!!",POSITIVE,0.9998903274536132,5,2019-04-10 12:04,vi,google_map
Vy Khanh Tran,Great little gem in the heart of Saigon. They serve healthy salads called Poke and they also have smoothie bowls!!!,POSITIVE,0.9990233182907104,5,2019-04-10 12:05,en,google_map
Virginia Augugliaro,"150k for as much toppings as you want (and 2 scoops of raw salmon/tuna/tofu, which I found enough), loved it!",POSITIVE,0.9995027780532836,5,2019-04-10 12:05,en,google_map
Harcus Meising,Awesome place to get a salad. Staff is super helpful and the portions are big.; Can really recommend!!,POSITIVE,0.9998218417167664,5,2019-04-10 12:05,en,google_map
S C,So so so yummy and colorful loaded with delicious and healthy toppings! The salmon is tasty.,POSITIVE,0.9998624324798584,5,2019-04-10 12:06,en,google_map
Karla Mans,Amazing!,POSITIVE,0.9998738765716552,5,2019-04-10 12:06,tl,google_map
Suong Zouzou,Nice concept in a small cosy place. Make up your own healthy salad!,POSITIVE,0.9995866417884828,5,2019-04-10 12:08,en,google_map
M G,amazing poke bowl. unbelievable food and great service.,POSITIVE,0.9998719692230223,5,2019-04-10 12:09,en,google_map
Bach Le,Good place for healthy food but quite pricey,POSITIVE,0.9997766613960266,5,2019-04-10 12:09,en,google_map
Tom Phan,"Thức ăn dinh dưỡng, phù hợp với sức khỏe nhiều người ăn kiêng , ăn chay .",POSITIVE,0.99937903881073,5,2019-04-10 12:10,vi,google_map
Huyen Nguyen,"Quán dễ thương, đồ ăn ngon, giá ổn",POSITIVE,0.999884843826294,5,2019-04-10 12:10,vi,google_map
Le Quoc Phong Pierre,"I love this place, enjoyed foods bery much, i ate here many times",POSITIVE,0.9998716115951538,5,2019-04-10 12:10,en,google_map
Hao Vo,A nice place and very nice staffs,POSITIVE,0.9998797178268432,5,2019-04-10 12:11,en,google_map
lam dinh,Fresh but expensive,POSITIVE,0.9991416931152344,4,2019-04-10 12:11,en,google_map
Nhung Nguyễn,"Ăn ngon, rất thich ăn kiểu như vậy",POSITIVE,0.999874234199524,5,2019-04-10 12:11,vi,google_map
Chris Manley,"Great space, great healthy options. Poke Saigon has become one of my staples!",POSITIVE,0.9998421669006348,5,2019-04-10 12:11,en,google_map
Ziggy Cepukas,Very tasty food with great selection of toppings,POSITIVE,0.9998607635498048,5,2019-04-10 12:13,en,google_map
Itai Dagan,You must visit this place!!,POSITIVE,0.9990554451942444,5,2019-04-10 12:14,en,google_map
Duc Le,"Cosy atmosphere, nice food",POSITIVE,0.999816596508026,4,2019-04-10 12:14,en,google_map
Nguyen Thoa,Interesting rice bowls and the tasted good!,POSITIVE,0.999859094619751,4,2019-04-10 12:14,en,google_map
Wing Li,Delicious salad and rice,POSITIVE,0.999852180480957,5,2019-04-10 12:14,en,google_map
Brandon,Look for the sign out front. You won't be disappointed!,POSITIVE,0.9989103078842164,5,2019-04-10 12:14,en,google_map
Shu-Ting Wu,It is always a delight having the real food here!,POSITIVE,0.9998855590820312,5,2019-04-10 12:14,en,google_map
nhân phạm,The food is fresh and delicious also polite,POSITIVE,0.999881625175476,5,2019-04-10 12:14,en,google_map
Vilém Šamárek,"Fantastic place, must try when in Saigon.",POSITIVE,0.9997108578681946,5,2019-04-10 12:15,en,google_map
raven rhoude,Great place. Delicious foods,POSITIVE,0.9998841285705566,5,2019-04-10 12:15,en,google_map
Brad Baker,Poke in Saigon. Eat it.,POSITIVE,0.9737656116485596,5,2019-04-10 12:15,nl,google_map
Razin Rman,A complete healthy and tasty poke bowl....,POSITIVE,0.9998663663864136,5,2019-04-10 12:15,en,google_map
ramesh p,Really nice food. Give a try.,POSITIVE,0.9998453855514526,5,2019-04-10 12:15,en,google_map
fleur mahieu,Really friendly and delicious food!,POSITIVE,0.9998886585235596,5,2019-04-10 12:15,en,google_map
Dang Le,Best poke bowl,POSITIVE,0.9994706511497498,5,2019-04-10 12:17,sl,google_map
Chanho Song,Very nice,POSITIVE,0.9998563528060912,5,2019-04-10 12:17,cs,google_map
Tika Trần,Thức ăn ngon,POSITIVE,0.999862551689148,5,2019-04-10 12:17,vi,google_map
Nathan Cooper,Delicious,POSITIVE,0.999874234199524,5,2019-04-10 12:18,en,google_map
Marco Zanchi,DELICIOUS!!! nothing more to say.,POSITIVE,0.9997976422309875,5,2019-04-10 12:18,tl,google_map
K ITO.,"Choose your favorite ingredients from steps 1 to 5 to complete your own ball. 1 dish/150,000 dong. Drinks other than water are 50,000 dong. The music, the atmosphere of the shop, and the taste are delicious!",POSITIVE,0.9997286200523376,5,2019-04-10 12:19,en,google_map
Boun Lieng Sin,"1st visit to Vietnam and of course I go to see the best poke in Vietnam.. the decor is pleasant I love the terrace, as it is quite early I would come back for dinner for now I contented myself with their happy hour 1 buy 1 ..and I fell for …",POSITIVE,0.9997296929359436,5,2019-04-10 12:19,en,google_map
Gerjan de Jager,Very nice place to have lunch. Very friendly staff who take the time to explain how it works. Good choice for a tasty healthy meal. It's a bit hidden but it's worth looking for.,POSITIVE,0.9998310804367064,5,2019-04-10 12:20,en,google_map
Oana-Meda Pop,Amazing place where we had some of the best food we sampled in Saigon the ingredients were super fresh and prepared with care.the staff is super attentive to your needs speaks excellent English. they saw that I was sad because of a recent …,POSITIVE,0.9994369149208068,5,2020-03-11 11:40,en,google_map
Tamsyn S,Absolutely delicious! So healthy and fresh. They were careful with mine and my friend’s dietary requirements (Vegetarian & vegan) and you felt good after eating it. …,POSITIVE,0.999883770942688,5,2020-03-11 11:40,en,google_map
Sally Cool,"Great food, healthy style with reasonable price!; It’s located at the 1st floor of the building, so a little bit difficult to find. But trust me, when you see it, it’s like a bright garden lying inside an old …",POSITIVE,0.9991963505744934,5,2020-03-11 11:40,en,google_map
Erica Lin,"Husband and I are from California we live in Taiwan now. While on vacation in Saigon, we had the best poke bowl, ever. It doesn’t get better than this. The flavor is perfect, the price is beyond reasonable. I wish we had one of these in …",POSITIVE,0.9877862930297852,5,2020-03-11 11:40,en,google_map
Sue Nguyen,"Quán nhỏ xinh nằm ở tầng 2 chung cư ở Lý Tự Trọng, món ăn ngon, cá hồi tươi, nhiều loại sốt và topping để lựa chọn. Nên thử sốt mè dễ ăn hoặc mayo cay, topping có xoài, đậu nhật, trứng cút ngâm tương rất ngon. Không gian quán siêu xinh, tạo …",POSITIVE,0.99965238571167,5,2020-03-11 11:41,vi,google_map
Jian James,"The rice and salad is great and fresh! A big portion of bowl, definitely good for a guy, with stomach people, suggest to share with two. High recommend",POSITIVE,0.9998397827148438,5,2020-03-11 11:41,en,google_map
David Harper,"I struggle with how anyone could give this less than 5 stars. It is great food at a great price with friendly service. You pick whether you want salad, rice or brown rice or mix for a base. You pick 2 seafood, and any mix of other fresh …",POSITIVE,0.9990891218185424,5,2020-03-11 11:42,en,google_map
Michael San Felipe,"Subway and Chipotle visited Hawaii and decided to use the freshest ingredients to make Poke bowls. Start with rice or salad or both, then choose your protein, then sauces then toppings. The toppings option is a little overwhelming at first, …",NEGATIVE,0.9895824193954468,5,2020-03-11 11:42,en,google_map
Richard Yong,This place is in an old charming building in the heart of town. It's brightly lit and plays cool music. There are many many options on how you can configure yout salad. …,POSITIVE,0.9997367262840272,5,2020-03-11 11:42,en,google_map
Lan T.,"The cutest hidden gem in district 1 for gourmet poke bowls! While located on the first floor of a run down building, this spot is super chic. The staff speaks English and the food is delicious. For 150k VND, you pick your 2 scoops of …",POSITIVE,0.9996953010559082,5,2020-03-11 11:42,en,google_map
Teacher Graham,First Poke and it did not disappoint! Clean and fresh ingredients high quality and made quickly. Beautiful little hidden spot on the second floor with kind staff that had great customer service skills and touched base with us and other customers was nice to see. Worth the dollars for sure will be back again soon :),POSITIVE,0.9998266100883484,5,2020-03-11 11:42,en,google_map
Trang Ngo,Delicious! Cozy atmosphere. I like it a lot. But one portion is a bit too much for me. I wish they serve a smaller bowl.,NEGATIVE,0.9824244379997252,5,2020-03-11 11:43,en,google_map
Lilly Luu,"Poke rất tươi và ngon, Pitaya cũng vậy. Không gian của quán đẹp và rất mát mắt nhưng bất tiện là không có dịch vụ trả tiền qua thẻ.",POSITIVE,0.9991493225097656,4,2020-03-11 11:43,vi,google_map
James Concepcion,This is a hidden gem in the city. Located on the second floor of a residential building that you need to access via a garage with 40 motorbikes and a tiny stairway. This is probably the best Poke I have had. …,POSITIVE,0.9997249245643616,5,2020-03-11 11:44,en,google_map
Mark Dewey,"Subway style choose your own pokebowl. Choose rice, toppings, sauces etc. £5, 150000d. Delicious and filling. Ingredients taste very fresh and staff are incredibly kind and friendly. Worth the trip.",POSITIVE,0.9998338222503662,5,2020-03-11 11:45,en,google_map
Alexander Banks,"Amazing and delicious poke bowls! Hidden away up a sketchy stair case inside a scooter garage, you would never expect such a gem being hidden away. Lovely service with great English skills helped us get a nice bowl  …",POSITIVE,0.9997498393058776,5,2020-03-11 11:45,en,google_map
Uy Le,"Always fresh and has a variety of toppings to choose from. After trying poke at a few different places, I still think Poke Saigon is the best. This location is quite small and cozy, but very nice nonetheless.",POSITIVE,0.9998490810394288,5,2020-03-11 11:46,en,google_map
Mari Ahlquist,"Amazing Poke and really nice and friendly staff! Probably the best poke I've ever had. A modern, calm place to eat.; Not the easiest to find as it is on the first floor.",POSITIVE,0.9997544884681702,5,2020-03-11 11:46,en,google_map
Alvaro Zumaran,"Delicious and nutritious options. If you don't feel like constructing your own bowl, there are recommendations that you can choose from.  Pictured: California and Hawaiin. Prices are on the board (ranges from 150k and up)",POSITIVE,0.9995989203453064,5,2020-03-11 11:46,en,google_map
Milla Parviainen,"Beautiful and delicious bowls, 150k each. Wonderful and friendly staff who walked us through to make our bowls. The location is so cute too!",POSITIVE,0.9998854398727416,5,2020-03-11 11:46,en,google_map
Anh Luu,"The place overall is nice! However, the staff kinda has a discriminative attitude towards my friend, whom used Vietnamese to order food. Later, she told me that the staff has a certain attitude towards her probably she used Vietnamese to order instead of using English, which I amnot sure to be honest. The food is great, though!",POSITIVE,0.9953476786613464,4,2020-03-11 11:46,en,google_map
Melissa Rosero,Been living in HCMC for a year now and this place is legit yummy and safe.  I’ve gotten food poisoning a couple times from raw fish in this city so I’m definitely on the sensitive side and I’ve never had a problem here! 150k isn’t cheap but I don’t recommend eating any cheap raw fish while visiting,POSITIVE,0.9978849291801452,5,2020-03-11 11:47,en,google_map
Charlie Schwartz,"Hidden away upstairs and down the hall, this place is super cute. It’s chipotle style fast casual make your own poke. The staff are really friendly and the food is delicious.",POSITIVE,0.9998788833618164,5,2020-03-11 11:48,en,google_map
Anna Ziouzina,I love poké & this charming little shop (tucked safely away from the hustle & bustle) did not disappoint! Ingredients were all fresh & offered great combination. They have a nice range of poke/fish items & the largest selection of toppings …,POSITIVE,0.9998525381088256,5,2020-03-11 11:48,en,google_map
Daphne Tan,"Hidden gem! If you’re craving for a good pokebowl, this is a must-go. Very good quality and friendly good english speaking staff. A bit hard to find but it’s totally worth it. You can put unlimited toppings and they also have nice juices and pitaya/smoothie bowls  …",POSITIVE,0.9998736381530762,5,2020-03-11 11:48,en,google_map
richard amero,"Vegan and vegetarian options available; I only came here to keep my vegan gf happy but I absolutely loved it.; Construct your dish yourself (think Subway on crack, but no bread) …",POSITIVE,0.998993456363678,5,2020-03-11 11:49,en,google_map
Nabil Durand,Taste of Hawaii in Saigon. Very fresh and delicious. Vegetarian friendly. Highly recommended.,POSITIVE,0.9998699426651,5,2020-03-11 11:49,en,google_map
Jacob .Oestberg,"such good food and great service. just 150.000 VND for a bowl (drink not included). I definitely recommend this place! the picture is of ""the california""",POSITIVE,0.999836564064026,5,2020-03-11 11:49,en,google_map
sue kenny,"Lovely fresh food, lots of flavours. A beautiful meal and wonderful service. Very friendly staff who will guide you through building your perfect poke.",POSITIVE,0.9998875856399536,5,2020-03-11 11:50,en,google_map
Prune,The best place for poke and the cutest place of the city. If you go there you are sure eating high quality dishes and extremely fresh ingredients. Enjoy!,POSITIVE,0.9998852014541626,5,2020-03-11 11:51,en,google_map
Sarah Dörfel,"Very delicious in my kind of taste and the best thing ist, all bowls can be gluten- and lactosefree.",POSITIVE,0.9997172951698304,5,2020-03-11 11:52,en,google_map
Đạt Nguyễn,"The food are fresh, most of things are healthy, a great choice. The staffs are welcoming and helpful in explaining for new comer like me everything",POSITIVE,0.999881386756897,5,2020-03-11 11:52,en,google_map
Timothy Chua,Perfect poke with good service! Staff can speak good English too! 90% of their clients are foreign!,POSITIVE,0.9996706247329712,5,2020-03-11 11:52,en,google_map
Julia Nijland,Super clean place with great healthy food and lovely people! A nice place to escape from the busy streets.,POSITIVE,0.9998847246170044,5,2020-03-11 11:52,en,google_map
Andrey Kaminskiy,Excellent Poke place. Very quiet and nice. Fresh tasty and healthy meal. Rare combination of this three features in one thing.,POSITIVE,0.999886393547058,5,2020-03-11 11:53,en,google_map
Amit Harari,"The best poke I ate! Very nice stuff, polite and helping! Really recommend",POSITIVE,0.9998247027397156,5,2020-03-11 11:53,en,google_map
Javier Eduardo Sánchez,Very tasty  Staff is great and speak English very well. Definitely going back next time I go to Saigon. …,POSITIVE,0.999870538711548,5,2020-03-11 11:53,en,google_map
Byulman Park,"Perfect : delicious, balanced, healthy, good quality, clean and quiet environment, wonderful staff, etc.",POSITIVE,0.9998843669891356,5,2020-03-11 11:53,en,google_map
namidafog,"Delicious light meal, you can choose what you want here. By the way, you need to find the store first before you eat XD",POSITIVE,0.9997425675392152,4,2020-03-11 11:54,en,google_map
Chuong Nguyen Minh,"Các thành phần tươi ngon, hấp dẫn và vừa vị.",POSITIVE,0.9998812675476074,4,2020-03-11 11:54,vi,google_map
Lorky Lor,"It's on the 2nd floor. Go through the bikes parked at the front and take a flight of stairs at the end.; The sides are unlimited, you can ask for as much as the bowl can hold!",NEGATIVE,0.848000705242157,5,2020-03-11 11:55,en,google_map
Luka Ruklic,"The place is a bit hard to find, but the premises are quiet and lovely decorated. The staff is English-speaking, very friendly and will help you create your own bowl with rice or salad base, various sea food and toppings. The price is a bit …",POSITIVE,0.9998069405555724,5,2020-03-11 11:55,en,google_map
Saigon Wanderlust,"We were impressive with this concept in another building and wanted to discover the second one. The food was still delicious as if we could eat everyday. The staffs speak English perfectly and are really polite. 150k for one bowl with everything you can choose, fresh and healthy!",POSITIVE,0.9998663663864136,5,2020-03-11 11:55,en,google_map
Co Ho,Delicious pokebowls at a reasonable price. Lot of options for your bowl as well.,POSITIVE,0.9997641444206238,5,2020-03-11 11:55,en,google_map
Beth Sands,Delicious poké bowls and super friendly service  …,POSITIVE,0.9998137354850768,5,2020-03-11 11:55,en,google_map
Justin Hill,"I had never had poke bowls before coming here... It was so good. So fresh, ample size. I asked for heaps of toppings and they just loaded if up. Shrimp was a highlight of my bowl. If I was her in Saigon longer I'd be back to eat again :D",POSITIVE,0.9986779093742372,5,2020-03-11 11:56,en,google_map
Nat Lee,"Had lunch here and it was very good. A lot of different ingredients to chose from, rice, salad or mix of both as base, salmon and tuna, natural or spicy, shrimps, octopus, etc. and a variety of different dressings. …",POSITIVE,0.9998419284820556,4,2020-03-11 11:56,en,google_map
Than Nguyen,The place is a bit hard to find (go up through the parking garage) but the food is very good! You are free to customize your pokebowl any way you want and there are many options available. If you're unsure about what to get the staff is very helpful and willing to make some recommendations. Enjoyable place all in all.,POSITIVE,0.9998257756233216,5,2020-03-11 11:57,en,google_map
Lukas,"Unbelievable good bowl, was better than in Hawaii! And a lot cheaper ;)",POSITIVE,0.9982873797416688,5,2020-03-11 11:57,en,google_map
Adi Nissim,Great place. Great and fresh food. The staff are super nice and speak great English.,POSITIVE,0.999886155128479,5,2020-03-11 11:59,en,google_map
Claire Menzel Hill,"Simply delicious meal! The staff were very friendly and spoke English very well. They were happy to explain and give recommendations based on my preferences. It's more than enough food, and only AUD$9. The food is fresh, colourful and tastes amazing. Air con, WiFi, cute couches and benches,  what more could you want?",POSITIVE,0.9998403787612916,5,2020-03-11 11:59,en,google_map
Yann Chrétien,"Amazing staff, relaxing place. The concept, the quality of meals, or drinks that are suggested just WoW, really simple but so good, love it this is for the reason i went back after a friend show me the place for a lunch. Really amazing idea, quality, staff all match together for a reasonnable price. Keep going, will be back, YummY",POSITIVE,0.9998351335525512,5,2020-03-11 11:59,en,google_map
Lara Hanna,Our first time trying poke and it was delicious! The ingredients are so fresh and the staff is super friendly. Great English too! The smoothie bowl is also yummy!,POSITIVE,0.9998464584350586,5,2020-03-11 11:59,en,google_map
Nick Melhuish,"Truly a wonderful place with AMAZING attentive staff, delicious food and a cool environment! I will certainly be back. We’re vegans and the vegan options was perfect! Shout out to Mai Linh for making the whole experience even better :)",POSITIVE,0.9998764991760254,5,2020-03-11 12:00,en,google_map
Paul Douglas,"Great food and many selections to choose from. The salmon was very fresh, and the wasabi Mayo had a good kick to it. Although a little hard to find, it's definitely worth the visit. Super friendly staff.",POSITIVE,0.9998273849487304,5,2020-03-11 12:00,en,google_map
Mandys_Adventures Caldwell,"Omg!! So delicious! And the serving size is soooo generous. Very fresh, def be back daily until I leave! The girls are all so friendly and gave me tips on places to go. 10/10 for sure!",POSITIVE,0.99986469745636,5,2020-03-11 12:00,en,google_map
Marie Zoé,"Beautiful little place, fresh ingredients and amazing customer service: thank you !",POSITIVE,0.9998886585235596,5,2020-03-11 12:00,en,google_map
Shan L,We have spent a very good moment at this place. The bowls are very fresh and delicious. Special thanks to Thanh the lady who served us tonight. She explained to us the menu carefully and was very nice,POSITIVE,0.9998733997344972,5,2020-03-11 12:00,en,google_map
Natha Lie,Super delicious fresh food and amazing staff!!,POSITIVE,0.9998921155929564,5,2020-03-11 12:00,en,google_map
chris brunero,"Such an amazing little find just out of the main tourist attractions, a nice outdoor area to sit and get away from the horns of HCM streets. The food was delicious and good sized portions and the staff were incredible at walking me through …",POSITIVE,0.9998714923858644,5,2020-03-11 12:01,en,google_map
John Kelaiditis,"Went there after reading tripadvisor ratings but when we saw the place ran away imediately. Through a motorbike parking, up the stairs to the first floor down a corridor with several doors there was a room with some tables. 2 persons were …",NEGATIVE,0.9982176423072816,1,2020-03-11 12:01,en,google_map
Samuel Perl,Fresh and delightful bowls and a super friendly staff,POSITIVE,0.9998804330825806,5,2020-03-11 12:01,en,google_map
Lyon Sim,"I love this place. Chic and chill. Healthy delicious food. They're located upstairs, level 2 even though the sign on ground floor says located at level 1. Under 200,000vnd per bowl",POSITIVE,0.999776303768158,5,2020-03-11 12:02,en,google_map
Denise Jonker,Absolutely delicious! Very decently priced as well! Best food I had in a long long time. Will probably go back again tonight.,POSITIVE,0.9998708963394164,5,2020-03-11 12:02,en,google_map
Mallory Starkman,"Delicious and great value! Best poke bowl I have possibly ever had. Clean and airy too, highly recommend!",POSITIVE,0.9998841285705566,5,2020-03-11 12:02,en,google_map
Eric Woodard,"I wanted to add my 5 stars, and everything I wanted to say is more eloquently written in the other reviews: delicious food, super-friendly staff, beautiful space, a bit difficult to find.  So worth it. Such a great experience.",POSITIVE,0.999870777130127,5,2020-03-11 12:02,en,google_map
Quốc Dũng Lư,- Cửa hàng nằm trên tầng 1. gửi xe ở dưới đất bất tiện.; - 7h30 tối mà 1 số món đã hết. Oder xong 10p sau lại báo hết tiếp mà ko có lời xin lỗi. …,NEGATIVE,0.9954597353935242,1,2020-03-11 12:02,vi,google_map
Giuseppe Guglielmotti,"The food is absolutely amazing, the place so cozy and friendly (even if it is a little tricky to find as it is at the 2 floor of a building that seems a parking) and the staff probably is the best thing, welcoming and helpful! Must try!",POSITIVE,0.9998328685760498,5,2020-03-11 12:02,en,google_map
Callan,"Great place, super friendly staff. The gentleman who served us told us this is the better location out of the two as you can sit down here to eat, the other one is very busy.; Had free WiFi too.",NEGATIVE,0.7237801551818848,5,2020-03-11 12:02,en,google_map
John Soh,"So tasty...so many toppings and flavors makes it so cerebrally satisfying. The 2 girls there Hue and especially Vy are so enthusiastic and positive. They speak English very nicely, which seems to be rare in HCM. Interior is chic and very …",POSITIVE,0.9998878240585328,5,2020-03-11 12:02,en,google_map
Maria,Hidden on the first floor after you pass the scooter garage. Amazing Poke bowls reasonably priced. Everything fresh and delicious. The staff speaks english!,POSITIVE,0.9998486042022704,5,2020-03-11 12:02,en,google_map
